_id,title,text,query
<dbpedia:Lethe>,Lethe,"In Greek mythology, Lethe /ˈliːθi/ (Greek: Λήθη, Lḗthē; Ancient Greek: [lɛ́:tʰɛː], Modern Greek: [ˈliθi]) was one of the five rivers of Hades.  Also known as the Ameles potamos (river of unmindfulness), the Lethe flowed around the cave of Hypnos and through the Underworld, where all those who drank from it experienced complete forgetfulness.",what was the lethe?
<dbpedia:Lamiaceae>,Lamiaceae,"The Lamiaceae (/ˌleɪmiˈeɪsiˌaɪ/ or /ˌleɪmiˈeɪsiiː/)or Labiatae (the mint or deadnettle family) are a family of flowering plants. They have traditionally been considered closely related to Verbenaceae, but in the 1990s, phylogenetic studies suggested that many genera classified in Verbenaceae belong instead in Lamiaceae. The currently accepted version of Verbenaceae may not be more closely related to Lamiaceae than some of the other families in the order Lamiales.",what is lamiaceae
<dbpedia:Latin_spelling_and_pronunciation>,Latin spelling and pronunciation,"Latin spelling, or Latin orthography, is the spelling of Latin words written in the scripts of all historical phases of Latin, from Old Latin to the present. All scripts use the same alphabet, but conventional spellings may vary from phase to phase. The Roman alphabet, or Latin alphabet, was adapted from the Old Italic script to represent the phonemes of the Latin language.",what type of a name is in the latin alphabet?
<dbpedia:Loki>,Loki,"In Norse mythology, Loki (/ˈloʊki/), Loptr, or Hveðrungr is a god or jötunn (or both). Loki is the son of Fárbauti and Laufey, and the brother of Helblindi and Býleistr. By the jötunn Angrboða, Loki is the father of Hel, the wolf Fenrir, and the world serpent Jörmungandr. By his wife Sigyn, Loki is the father of Narfi and/or Nari. By the stallion Svaðilfari, Loki is the mother—giving birth in the form of a mare—to the eight-legged horse Sleipnir.",what is loki mean
<dbpedia:LALR_parser>,LALR parser,"In computer science, an LALR parser or Look-Ahead LR parser is a simplified version of a canonical LR parser, to parse (separate and analyze) a text according to a set of production rules specified by a formal grammar for a computer language.",lr parser definition
<dbpedia:Lawrencium>,Lawrencium,"Lawrencium is a synthetic chemical element with chemical symbol Lr (formerly Lw) and atomic number 103. It is named in honor of Ernest Lawrence, inventor of the cyclotron, a device that was used to discover many artificial radioactive elements. A radioactive metal, lawrencium is the eleventh transuranic element and is also the final member of the actinide series.",what does lr stand for
<dbpedia:Lie_group>,Lie group,"In mathematics, a Lie group /ˈliː/ is a group that is also a differentiable manifold, with the property that the group operations are compatible with the smooth structure. Lie groups are named after Sophus Lie, who laid the foundations of the theory of continuous transformation groups.",what is a lie group in math
"<dbpedia:Edward_Plunkett,_18th_Baron_of_Dunsany>","Edward Plunkett, 18th Baron of Dunsany","Edward John Moreton Drax Plunkett, 18th Baron of Dunsany (/dʌnˈseɪni/; 24 July 1878 – 25 October 1957) was an Irish writer and dramatist, notable for his work, mostly in fantasy, published under the name Lord Dunsany.",who was edward plunkett
<dbpedia:Kowtow>,Kowtow,"Kowtow, which is borrowed from kau tau in Cantonese (koutou in Mandarin Chinese), is the act of deep respect shown by prostration, that is, kneeling and bowing so low as to have one's head touching the ground. An alternative Chinese term is ketou, however the meaning is somewhat altered: kou has the general meaning of knock, whereas ke has the general meaning of ""touch upon (a surface)"", tou meaning head.In East Asian culture, the kowtow is the highest sign of reverence.",what is a kowtow
<dbpedia:Leather>,Leather,"Leather is a durable and flexible material created by tanning animal rawhide and skin, often cattle hide. It can be produced at manufacturing scales ranging from cottage industry to heavy industry.People use leather to make various goods—including clothing (e.g., shoes, hats, jackets, skirts, trousers, and belts), bookbinding, leather wallpaper, and as a furniture covering. It is produced in a wide variety of types and styles, decorated by a wide range of techniques.",what is leather
<dbpedia:Lanthanum>,Lanthanum,"Lanthanum is a soft, ductile, silvery-white metallic chemical element with symbol La and atomic number 57. It tarnishes rapidly when exposed to air and is soft enough to be cut with a knife. It gave its name to the lanthanide series, a group of 15 similar elements between lanthanum and lutetium in the periodic table: it is also sometimes considered the first element of the 6th-period transition metals. As such, it almost always assumes the oxidation state +3.",what element is lanthanum
<dbpedia:Lassa_fever>,Lassa fever,"Lassa fever or Lassa hemorrhagic fever (LHF) is an acute viral hemorrhagic fever caused by the Lassa virus and first described in 1969 in the town of Lassa, in Borno State, Nigeria. Lassa fever is a member of the Arenaviridae virus family. Similar to ebola, clinical cases of the disease had been known for over a decade, but had not been connected with a viral pathogen. Lassa frequently infects people in West Africa.",where did lasisa originate
<dbpedia:Lost_city>,Lost city,"A lost city is a settlement that fell into terminal decline and became extensively or completely uninhabited. The locations of many lost cities have been forgotten, but some have been rediscovered and studied extensively by scientists. Recently abandoned cities or cities whose location was never in question might be referred to as ruins or ghost towns.",what is a lost town?
<dbpedia:Lafora_disease>,Lafora disease,"Lafora disease, also called Lafora progressive myoclonic epilepsy or MELF, is a fatal autosomal recessive genetic disorder characterized by the presence of inclusion bodies, known as Lafora bodies, within the cytoplasm of the cells of the heart, liver, muscle, and skin.",what is lafora disease
